"2,01E+21","-7,10E+19","4,23E+19","2,40E+19","2,40E+19","6,32E+15","1,80E+19","2,31E+18","0,00E+00","5,38E+17","6,58E+18","6,52E+19","4,09E+18","1,00E+18","2,96E+20","1,53E+19","3,97E+20","1,00E+18"
"2,02E+21","-7,10E+19","4,23E+19","2,16E+19","2,16E+19","2,73E+16","0,00E+00","7,07E+18","0,00E+00","4,69E+17","6,42E+18","7,89E+19","4,97E+18","2,00E+18","2,42E+20","1,78E+19","3,97E+20","1,00E+18"
"2,02E+21","-7,09E+19","4,23E+19","3,47E+19","3,47E+19","2,73E+16","0,00E+00","7,07E+18","0,00E+00","4,69E+17","7,18E+18","6,11E+19","4,97E+18","2,00E+18","2,42E+20","1,78E+19","3,93E+20","1,00E+18"
"2,03E+21","-7,09E+19","4,23E+19","3,34E+19","3,34E+19","3,24E+16","0,00E+00","2,18E+18","0,00E+00","4,58E+17","7,00E+18","4,58E+19","6,06E+18","3,00E+18","2,22E+20","1,87E+19","3,95E+20","1,00E+18"
"2,03E+21","-7,09E+19","4,23E+19","3,62E+19","3,62E+19","6,91E+16","0,00E+00","2,18E+18","0,00E+00","4,58E+17","7,15E+18","5,42E+19","6,06E+18","3,00E+18","2,22E+20","1,87E+19","3,97E+20","1,00E+18"
"2,03E+21","-7,09E+19","4,23E+19","2,87E+19","2,87E+19","2,99E+16","0,00E+00","2,18E+18","0,00E+00","4,58E+17","6,43E+18","5,87E+19","6,06E+18","3,00E+18","2,22E+20","1,87E+19","3,94E+20","1,00E+18"
"2,04E+21","-7,09E+19","4,23E+19","2,29E+19","2,29E+19","8,83E+16","1,25E+19","7,87E+18","0,00E+00","5,24E+17","6,01E+18","6,66E+19","5,56E+18","5,00E+18","3,11E+20","1,52E+19","3,96E+20","1,00E+18"
"2,04E+21","-7,09E+19","4,23E+19","2,71E+19","2,21E+19","1,45E+17","1,25E+19","7,87E+18","0,00E+00","5,24E+17","6,17E+18","9,61E+19","5,95E+18","5,00E+18","3,11E+20","1,52E+19","3,97E+20","0,00E+00"
"2,04E+21","-7,09E+19","4,23E+19","1,65E+19","1,65E+19","2,11E+17","1,25E+19","7,87E+18","0,00E+00","5,24E+17","5,63E+18","1,00E+20","6,08E+18","5,00E+18","3,11E+20","1,52E+19","3,87E+20","0,00E+00"
"2,04E+21","-7,09E+19","4,23E+19","1,89E+19","1,89E+19","1,70E+17","1,25E+19","7,87E+18","0,00E+00","5,24E+17","6,00E+18","8,59E+19","6,59E+18","5,00E+18","3,11E+20","1,52E+19","3,87E+20","0,00E+00"
"2,05E+21","-7,09E+19","4,23E+19","1,50E+19","1,50E+19","2,25E+17","1,25E+19","7,87E+18","0,00E+00","5,24E+17","6,38E+18","9,43E+19","6,35E+18","5,00E+18","3,11E+20","1,52E+19","3,93E+20","0,00E+00"
"2,05E+21","-7,09E+19","4,23E+19","1,89E+19","1,89E+19","1,17E+17","1,25E+19","7,87E+18","0,00E+00","5,24E+17","6,01E+18","8,29E+19","6,23E+18","5,00E+18","3,11E+20","1,52E+19","3,97E+20","0,00E+00"
"2,05E+21","-7,10E+19","4,23E+19","2,17E+19","2,17E+19","9,38E+16","1,25E+19","7,87E+18","0,00E+00","5,24E+17","5,89E+18","3,90E+19","5,45E+18","5,00E+18","3,11E+20","1,52E+19","3,91E+20","0,00E+00"
"2,05E+21","-7,10E+19","4,23E+19","2,04E+19","2,04E+19","6,30E+17","0,00E+00","8,14E+18","0,00E+00","5,38E+17","5,95E+18","6,18E+19","4,71E+18","4,00E+18","3,07E+20","2,10E+19","3,97E+20","1,00E+18"
